"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","RESP","word1","word2","sameordiffstims","vowel_word1","vowel_word2","vowelcontrast","Group","tributesto","tributesto2"
"yuzx","785.19999999995","tour1500tour","NULL","html-keyboard-response",30,616395,"0.0-8.0-1.8","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"tour","tour",0,"u","u","u/u","ns","u/i","u/y"
"yuzx","297.30000000005","spielen1500spielen","NULL","html-keyboard-response",44,646787,"0.0-8.0-1.15","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"yuzx","449.79999999981","stiel1500stiel","NULL","html-keyboard-response",56,670961,"0.0-8.0-1.21","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"yuzx","787.69999999995","stuhl1500stiel","NULL","html-keyboard-response",64,688451,"0.0-8.0-1.25","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"stuhl","stiel",1,"u","i_long","u/i_long","ns","u/i","0"
"yuzx","758.69999999995","tier1500tour","NULL","html-keyboard-response",84,730597,"0.0-8.0-1.35","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"tier","tour",1,"i_long","u","u/i_long","ns","u/i","0"
"yuzx","480","spielen1500spulen","NULL","html-keyboard-response",98,759280,"0.0-8.0-1.42","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"spielen","spulen",1,"i_long","u","u/i_long","ns","u/i","0"
"yuzx","678.30000000005","stiel1500stuhl","NULL","html-keyboard-response",100,763680,"0.0-8.0-1.43","NULL","80","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",1,"stiel","stuhl",1,"i_long","u","u/i_long","ns","u/i","0"
"yuzx","200.30000000005","spulen1500spulen","NULL","html-keyboard-response",148,861900,"0.0-8.0-1.67","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"spulen","spulen",0,"u","u","u/u","ns","u/i","u/y"
"yuzx","864.60000000009","tier1500tier","NULL","html-keyboard-response",154,874863,"0.0-8.0-1.70","NULL","81","Spanisch","5","classeshome",NA,"lgeschool",NA,NA,NA,"Es fehlt die Option die deutsche Schule besucht, das ist eigentlich meine wirkliche Option.","","",0,"tier","tier",0,"i_long","i_long","i_long/i_long","ns","u/i","0"
"1fss","1127.7000000477","biene1500buehne","NULL","html-keyboard-response",23,1391808,"0.0-8.0-1.5","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"biene","buehne",1,"i_long","y","y/i_long","ns","y/i","0"
"1fss","1559.8000000715","spielen1500spuelen","NULL","html-keyboard-response",45,1454150,"0.0-8.0-1.16","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"spielen","spuelen",1,"i_long","y","y/i_long","ns","y/i","0"
"1fss","2131.6999999285","buehne1500buehne","NULL","html-keyboard-response",49,1464082,"0.0-8.0-1.18","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"buehne","buehne",0,"y","y","y/y","ns","y/i","0"
"1fss","1561.5","kuehl1500kuehl","NULL","html-keyboard-response",57,1483721,"0.0-8.0-1.22","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"kuehl","kuehl",0,"y","y","y/y","ns","y/i","0"
"1fss","739.29999995232","kuehl1500kiel","NULL","html-keyboard-response",59,1487879,"0.0-8.0-1.23","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"kuehl","kiel",1,"y","i_long","y/i_long","ns","y/i","0"
"1fss","883.5","spuelen1500spuelen","NULL","html-keyboard-response",75,1527604,"0.0-8.0-1.31","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"spuelen","spuelen",0,"y","y","y/y","ns","y/i","u/y"
"1fss","483.60000002384","spielen1500spielen","NULL","html-keyboard-response",85,1552814,"0.0-8.0-1.36","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"1fss","1165.0999999046","biene1500biene","NULL","html-keyboard-response",87,1557276,"0.0-8.0-1.37","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"biene","biene",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"1fss","1095","kiel1500kuehl","NULL","html-keyboard-response",103,1600945,"0.0-8.0-1.45","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"kiel","kuehl",1,"i_long","y","y/i_long","ns","y/i","0"
"1fss","794.5","spuelen1500spielen","NULL","html-keyboard-response",105,1605675,"0.0-8.0-1.46","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"spuelen","spielen",1,"y","i_long","y/i_long","ns","y/i","0"
"1fss","641.60000002384","kiel1500kiel","NULL","html-keyboard-response",119,1635122,"0.0-8.0-1.53","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"kiel","kiel",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"1fss","897.89999997616","buehne1500biene","NULL","html-keyboard-response",135,1673568,"0.0-8.0-1.61","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"buehne","biene",1,"y","i_long","y/i_long","ns","y/i","0"
"90gm","1139","spielen1500spuelen","NULL","html-keyboard-response",15,309610,"0.0-8.0-1.1","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"spielen","spuelen",1,"i_long","y","y/i_long","ns","y/i","0"
"90gm","4042","kuehl1500kuehl","NULL","html-keyboard-response",19,321921,"0.0-8.0-1.3","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"kuehl","kuehl",0,"y","y","y/y","ns","y/i","0"
"90gm","818","spuelen1500spielen","NULL","html-keyboard-response",29,344763,"0.0-8.0-1.8","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"spuelen","spielen",1,"y","i_long","y/i_long","ns","y/i","0"
"90gm","1392","kiel1500kiel","NULL","html-keyboard-response",51,402002,"0.0-8.0-1.19","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"kiel","kiel",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"90gm","811","spielen1500spielen","NULL","html-keyboard-response",67,438800,"0.0-8.0-1.27","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"90gm","900","spuelen1500spuelen","NULL","html-keyboard-response",87,485087,"0.0-8.0-1.37","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"spuelen","spuelen",0,"y","y","y/y","ns","y/i","u/y"
"90gm","978","buehne1500biene","NULL","html-keyboard-response",89,489383,"0.0-8.0-1.38","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"buehne","biene",1,"y","i_long","y/i_long","ns","y/i","0"
"90gm","2051","buehne1500buehne","NULL","html-keyboard-response",93,499117,"0.0-8.0-1.40","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"buehne","buehne",0,"y","y","y/y","ns","y/i","0"
"90gm","503","biene1500biene","NULL","html-keyboard-response",125,572024,"0.0-8.0-1.56","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"biene","biene",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"90gm","736","kuehl1500kiel","NULL","html-keyboard-response",139,602579,"0.0-8.0-1.63","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"kuehl","kiel",1,"y","i_long","y/i_long","ns","y/i","0"
"90gm","563","kiel1500kuehl","NULL","html-keyboard-response",145,614904,"0.0-8.0-1.66","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"kiel","kuehl",1,"i_long","y","y/i_long","ns","y/i","0"
"90gm","1342","biene1500buehne","NULL","html-keyboard-response",153,634303,"0.0-8.0-1.70","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"biene","buehne",1,"i_long","y","y/i_long","ns","y/i","0"
"91u3","838.89999997616","kiel1500kiel","NULL","html-keyboard-response",12,504724,"0.0-8.0-1.0","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"kiel","kiel",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"91u3","222.10000002384","spielen1500spielen","NULL","html-keyboard-response",20,522710,"0.0-8.0-1.4","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"91u3","586.60000002384","biene1500biene","NULL","html-keyboard-response",26,536578,"0.0-8.0-1.7","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"biene","biene",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"91u3","17.699999928474","spuelen1500spuelen","NULL","html-keyboard-response",36,556425,"0.0-8.0-1.12","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"spuelen","spuelen",0,"y","y","y/y","ns","y/i","u/y"
"91u3","1174.7000000477","buehne1500buehne","NULL","html-keyboard-response",46,580931,"0.0-8.0-1.17","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"buehne","buehne",0,"y","y","y/y","ns","y/i","0"
"91u3","1751.6000000238","biene1500buehne","NULL","html-keyboard-response",70,639792,"0.0-8.0-1.29","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"biene","buehne",1,"i_long","y","y/i_long","ns","y/i","0"
"91u3","802.5","kuehl1500kiel","NULL","html-keyboard-response",72,644015,"0.0-8.0-1.30","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"kuehl","kiel",1,"y","i_long","y/i_long","ns","y/i","0"
"91u3","1536.1000000238","spuelen1500spielen","NULL","html-keyboard-response",80,663660,"0.0-8.0-1.34","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"spuelen","spielen",1,"y","i_long","y/i_long","ns","y/i","0"
"91u3","505","kuehl1500kuehl","NULL","html-keyboard-response",108,729158,"0.0-8.0-1.48","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"kuehl","kuehl",0,"y","y","y/y","ns","y/i","0"
"91u3","1024.8000000715","spielen1500spuelen","NULL","html-keyboard-response",132,794446,"0.0-8.0-1.60","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"spielen","spuelen",1,"i_long","y","y/i_long","ns","y/i","0"
"91u3","2617.3000000715","kiel1500kuehl","NULL","html-keyboard-response",142,830812,"0.0-8.0-1.65","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"kiel","kuehl",1,"i_long","y","y/i_long","ns","y/i","0"
"91u3","1243.5","buehne1500biene","NULL","html-keyboard-response",150,847614,"0.0-8.0-1.69","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"buehne","biene",1,"y","i_long","y/i_long","ns","y/i","0"
"e3x7","1794","kuehl1500kiel","NULL","html-keyboard-response",13,270937,"0.0-8.0-1.0","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"kuehl","kiel",1,"y","i_long","y/i_long","ns","y/i","0"
"e3x7","3613","buehne1500buehne","NULL","html-keyboard-response",17,286376,"0.0-8.0-1.2","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"buehne","buehne",0,"y","y","y/y","ns","y/i","0"
"e3x7","1403","kiel1500kuehl","NULL","html-keyboard-response",29,315909,"0.0-8.0-1.8","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"kiel","kuehl",1,"i_long","y","y/i_long","ns","y/i","0"
"e3x7","1356","buehne1500biene","NULL","html-keyboard-response",31,320575,"0.0-8.0-1.9","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"buehne","biene",1,"y","i_long","y/i_long","ns","y/i","0"
"e3x7","1989","biene1500biene","NULL","html-keyboard-response",35,334281,"0.0-8.0-1.11","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"biene","biene",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"e3x7","1137","spuelen1500spuelen","NULL","html-keyboard-response",53,378372,"0.0-8.0-1.20","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"spuelen","spuelen",0,"y","y","y/y","ns","y/i","u/y"
"e3x7","633","spuelen1500spielen","NULL","html-keyboard-response",85,452558,"0.0-8.0-1.36","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"spuelen","spielen",1,"y","i_long","y/i_long","ns","y/i","0"
"e3x7","439","spielen1500spuelen","NULL","html-keyboard-response",125,541391,"0.0-8.0-1.56","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"spielen","spuelen",1,"i_long","y","y/i_long","ns","y/i","0"
"e3x7","632","biene1500buehne","NULL","html-keyboard-response",127,545347,"0.0-8.0-1.57","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"biene","buehne",1,"i_long","y","y/i_long","ns","y/i","0"
"e3x7","902","kuehl1500kuehl","NULL","html-keyboard-response",139,571890,"0.0-8.0-1.63","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"kuehl","kuehl",0,"y","y","y/y","ns","y/i","0"
"e3x7","548","spielen1500spielen","NULL","html-keyboard-response",145,584284,"0.0-8.0-1.66","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"e3x7","727","kiel1500kiel","NULL","html-keyboard-response",155,606128,"0.0-8.0-1.71","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"kiel","kiel",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"fnoe","785.5","spuelen1500spielen","NULL","html-keyboard-response",25,208271,"0.0-8.0-1.6","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"spuelen","spielen",1,"y","i_long","y/i_long","ns","y/i","0"
"fnoe","517.69999999925","spielen1500spuelen","NULL","html-keyboard-response",67,297772,"0.0-8.0-1.27","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"spielen","spuelen",1,"i_long","y","y/i_long","ns","y/i","0"
"fnoe","277.40000000224","spielen1500spielen","NULL","html-keyboard-response",75,315258,"0.0-8.0-1.31","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"fnoe","684.20000000298","kiel1500kiel","NULL","html-keyboard-response",91,347568,"0.0-8.0-1.39","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"kiel","kiel",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"fnoe","310.79999999702","spuelen1500spuelen","NULL","html-keyboard-response",103,372442,"0.0-8.0-1.45","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"spuelen","spuelen",0,"y","y","y/y","ns","y/i","u/y"
"fnoe","610.69999999925","kuehl1500kuehl","NULL","html-keyboard-response",105,376465,"0.0-8.0-1.46","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"kuehl","kuehl",0,"y","y","y/y","ns","y/i","0"
"fnoe","618.20000000298","buehne1500buehne","NULL","html-keyboard-response",127,423191,"0.0-8.0-1.57","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"buehne","buehne",0,"y","y","y/y","ns","y/i","0"
"fnoe","521.89999999851","kiel1500kuehl","NULL","html-keyboard-response",139,448470,"0.0-8.0-1.63","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"kiel","kuehl",1,"i_long","y","y/i_long","ns","y/i","0"
"fnoe","658.30000000075","buehne1500biene","NULL","html-keyboard-response",141,452425,"0.0-8.0-1.64","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"buehne","biene",1,"y","i_long","y/i_long","ns","y/i","0"
"fnoe","463.60000000149","biene1500biene","NULL","html-keyboard-response",143,456182,"0.0-8.0-1.65","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"biene","biene",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"fnoe","486.69999999925","biene1500buehne","NULL","html-keyboard-response",145,459965,"0.0-8.0-1.66","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"biene","buehne",1,"i_long","y","y/i_long","ns","y/i","0"
"fnoe","412.10000000149","kuehl1500kiel","NULL","html-keyboard-response",155,479852,"0.0-8.0-1.71","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"kuehl","kiel",1,"y","i_long","y/i_long","ns","y/i","0"
"hjmf","911","biene1500buehne","NULL","html-keyboard-response",14,5874722,"0.0-8.0-1.1","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"biene","buehne",1,"i_long","y","y/i_long","ns","y/i","0"
"hjmf","3401","spielen1500spielen","NULL","html-keyboard-response",24,5902331,"0.0-8.0-1.6","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"hjmf","596","spuelen1500spuelen","NULL","html-keyboard-response",50,5959505,"0.0-8.0-1.19","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"spuelen","spuelen",0,"y","y","y/y","ns","y/i","u/y"
"hjmf","1476","kiel1500kuehl","NULL","html-keyboard-response",54,5968955,"0.0-8.0-1.21","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"kiel","kuehl",1,"i_long","y","y/i_long","ns","y/i","0"
"hjmf","410","biene1500biene","NULL","html-keyboard-response",68,5996529,"0.0-8.0-1.28","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"biene","biene",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"hjmf","378","buehne1500buehne","NULL","html-keyboard-response",90,6041637,"0.0-8.0-1.39","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"buehne","buehne",0,"y","y","y/y","ns","y/i","0"
"hjmf","767","spielen1500spuelen","NULL","html-keyboard-response",92,6046347,"0.0-8.0-1.40","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"spielen","spuelen",1,"i_long","y","y/i_long","ns","y/i","0"
"hjmf","29","kiel1500kiel","NULL","html-keyboard-response",120,6102888,"0.0-8.0-1.54","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"kiel","kiel",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"hjmf","794","spuelen1500spielen","NULL","html-keyboard-response",126,6115651,"0.0-8.0-1.57","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"spuelen","spielen",1,"y","i_long","y/i_long","ns","y/i","0"
"hjmf","833","kuehl1500kuehl","NULL","html-keyboard-response",130,6123832,"0.0-8.0-1.59","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"kuehl","kuehl",0,"y","y","y/y","ns","y/i","0"
"hjmf","1127","buehne1500biene","NULL","html-keyboard-response",136,6136126,"0.0-8.0-1.62","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"buehne","biene",1,"y","i_long","y/i_long","ns","y/i","0"
"hjmf","785","kuehl1500kiel","NULL","html-keyboard-response",140,6144265,"0.0-8.0-1.64","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"kuehl","kiel",1,"y","i_long","y/i_long","ns","y/i","0"
"hr37","833.79999995232","buehne1500buehne","NULL","html-keyboard-response",30,608897,"0.0-8.0-1.9","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"buehne","buehne",0,"y","y","y/y","ns","y/i","0"
"hr37","518","spielen1500spielen","NULL","html-keyboard-response",34,617585,"0.0-8.0-1.11","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"spielen","spielen",0,"i_long","i_long","i_long/i_long","ns","u/i","y/i"
"hr37","NULL","kuehl1500kuehl","NULL","html-keyboard-response",38,630048,"0.0-8.0-1.13","NULL","NULL","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"kuehl","kuehl",0,"y","y","y/y","ns","y/i","0"
"hr37","342.59999990463","biene1500buehne","NULL","html-keyboard-response",44,642243,"0.0-8.0-1.16","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"biene","buehne",1,"i_long","y","y/i_long","ns","y/i","0"
"hr37","197.29999995232","kuehl1500kiel","NULL","html-keyboard-response",48,649505,"0.0-8.0-1.18","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"kuehl","kiel",1,"y","i_long","y/i_long","ns","y/i","0"
"hr37","492.5","biene1500biene","NULL","html-keyboard-response",68,689058,"0.0-8.0-1.28","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"biene","biene",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
"hr37","233.70000004768","kiel1500kuehl","NULL","html-keyboard-response",74,700845,"0.0-8.0-1.31","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"kiel","kuehl",1,"i_long","y","y/i_long","ns","y/i","0"
"hr37","745.20000004768","spuelen1500spuelen","NULL","html-keyboard-response",84,721104,"0.0-8.0-1.36","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"spuelen","spuelen",0,"y","y","y/y","ns","y/i","u/y"
"hr37","309","spuelen1500spielen","NULL","html-keyboard-response",100,752578,"0.0-8.0-1.44","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"spuelen","spielen",1,"y","i_long","y/i_long","ns","y/i","0"
"hr37","679.5","kiel1500kiel","NULL","html-keyboard-response",104,760378,"0.0-8.0-1.46","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"kiel","kiel",0,"i_long","i_long","i_long/i_long","ns","y/i","0"
